Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)
ENSG00000100949	14	23804661	23810643
ENSG00000151876	5	41961113	41977420
ENSG00000197674	11	4668564	4669970
ENSG00000133103	13	39127814	39224637
ENSG00000086717	X	18618967	18756097
ENSG00000137145	9	19280749	19364139
ENSG00000163138	4	20311198	20363609
ENSG00000153391	18	31288784	31331953
ENSG00000103978	15	40290041	40352930
ENSG00000178295	2	17798658	17829460
ENSG00000106537	7	16759876	16790684
ENSG00000167332	11	4657977	4675648
ENSG00000007944	6	16237296	16256458
ENSG00000205765	5	41940227	41957494
ENSG00000184207	16	2201604	2204823
ENSG00000102104	X	18567733	18600150
ENSG00000163576	3	19895968	19963505
ENSG00000186496	18	31200659	31211299
ENSG00000120896	8	22465196	22488952
ENSG00000125945	1	23558528	23568944
ENSG00000099998	22	22945622	22971110
ENSG00000183722	13	38815033	39075356
ENSG00000129195	17	6288492	6295108
ENSG00000182685	16	2199255	2201012
ENSG00000183960	3	19165021	19552137
ENSG00000083720	5	41765925	41906548
ENSG00000092295	14	23788160	23802256
ENSG00000111752	12	8958583	8985325
ENSG00000147872	9	19105760	19117573
ENSG00000099994	22	22907444	22915074
ENSG00000166887	15	40238192	40287794
ENSG00000167658	19	3927055	3936461
ENSG00000182621	20	8061296	8813547
ENSG00000136261	7	16652284	16712662
ENSG00000188811	13	38510455	38522240
ENSG00000125944	1	23508863	23543440
ENSG00000197428	11	4617597	4618571
ENSG00000180785	11	4621226	4631727
ENSG00000215489	18	31166633	31173277
ENSG00000120910	8	22354541	22454580
ENSG00000157554	21	38673819	38955488
ENSG00000172466	18	31169948	31178405
ENSG00000182836	5	41342805	41546487
ENSG00000182568	3	18364439	18441828
ENSG00000125827	20	7906024	7948476
ENSG00000163029	2	17708562	17844943
ENSG00000092330	14	23778693	23781664
ENSG00000179546	1	23389580	23393809
ENSG00000118267	18	31124244	31144728
ENSG00000167333	11	4576481	4586027
ENSG00000129221	17	6267784	6279243
ENSG00000047579	6	15631020	15771250
ENSG00000008086	X	18353646	18581668
ENSG00000205510	11	4571613	4572819
ENSG00000169641	1	23283110	23367897
ENSG00000167965	16	2195451	2199416
ENSG00000145147	4	19864333	20229886
ENSG00000039537	5	41178093	41297297
ENSG00000167657	19	3909452	3920826
ENSG00000215273	4	17483984	17485855
ENSG00000215490	18	31114829	31124163
ENSG00000175609	11	4564619	4565671
ENSG00000163032	2	17583874	17701766
ENSG00000106524	7	16605932	16651937
ENSG00000171987	11	4549229	4555626
ENSG00000151461	10	12002027	12125029
ENSG00000179314	17	5914658	5968469
ENSG00000101323	20	7811631	7869093
ENSG00000205858	7	16533030	16587718
ENSG00000131374	3	17174903	17757403
ENSG00000104635	8	22280737	22347462
ENSG00000186814	18	31086817	31124170
ENSG00000214842	2	17555331	17575162
ENSG00000178177	4	17453942	17632477
ENSG00000197790	11	4522997	4523950
ENSG00000166535	12	8866417	8920646
ENSG00000120685	13	38482003	38510252
ENSG00000168907	15	40220691	40236102
ENSG00000196778	11	4466707	4467651
ENSG00000099991	22	22737765	22904596
ENSG00000102098	X	18167355	18282768
ENSG00000167971	16	2167185	2186466
ENSG00000077009	19	3884101	3893412
ENSG00000008083	6	15354506	15630232
ENSG00000147874	9	19043142	19092902
ENSG00000154822	3	16901456	17107090
ENSG00000125845	20	6696745	6708910
ENSG00000205512	11	4453046	4453699
ENSG00000004487	1	23218533	23282771
ENSG00000109805	4	17421623	17455583
ENSG00000163257	4	17411376	17421479
ENSG00000171243	7	16467633	16536730
ENSG00000159337	15	40147173	40174044
ENSG00000157551	21	38550533	38595618
ENSG00000214960	7	16097683	16427472
ENSG00000186812	18	31075017	31092323
ENSG00000181963	11	4427146	4452507
ENSG00000215906	1	23152129	23162300
ENSG00000155876	9	19039372	19041019
ENSG00000133115	13	38438063	38462983
ENSG00000112149	6	14225844	14245128
ENSG00000166532	12	8741900	8821533
ENSG00000197181	8	22188772	22269529
ENSG00000177324	X	18090974	18148924
ENSG00000148426	10	11905403	11954280
ENSG00000184674	22	22706142	22714271
ENSG00000047662	4	17242809	17392046
ENSG00000171495	5	41033880	41113219
ENSG00000197872	2	16594890	16710580
ENSG00000167654	19	3831639	3873184
ENSG00000188089	15	40061072	40130680
ENSG00000100938	14	23771488	23778285
ENSG00000132109	11	4362734	4371502
ENSG00000198054	21	38415437	38450475
ENSG00000184490	22	22696752	22700882
ENSG00000155875	9	18917890	19023251
ENSG00000131831	X	17728092	17789277
ENSG00000092345	3	16603307	16622010
ENSG00000166974	18	30875379	30975820
ENSG00000106511	7	15617368	15692833
ENSG00000180537	6	14033182	14088212
ENSG00000221996	11	4345157	4346101
ENSG00000131653	16	2145800	2168130
ENSG00000118579	4	17225371	17235258
ENSG00000091592	17	5345443	5428556
ENSG00000187546	7	15206468	15568165
ENSG00000215468	22	22674268	22677258
ENSG00000105278	19	3755022	3820027
ENSG00000150893	13	38159173	38359263
ENSG00000103966	15	39978933	40052038
ENSG00000215484	13	37828931	37830519
ENSG00000184029	21	38245598	38415324
ENSG00000134463	10	11824362	11846068
ENSG00000050393	6	13899000	13922768
ENSG00000186232	11	4307671	4308255
ENSG00000181437	10	11693306	11694231
ENSG00000170233	17	5343483	5345189
ENSG00000101311	20	6003493	6052191
ENSG00000129559	14	23755897	23771412
ENSG00000157542	21	37918655	38210619
ENSG00000197614	12	8689807	8706700
ENSG00000174171	15	39972283	39975425
ENSG00000099984	22	22652314	22656102
ENSG00000112936	5	40945356	41018794
ENSG00000168495	8	22158564	22164624
ENSG00000131378	3	16332357	16530226
ENSG00000186223	11	4219862	4220446
ENSG00000167964	16	2138646	2144141
ENSG00000134323	2	15998134	16004579
ENSG00000132357	5	40877043	40895948
ENSG00000125872	20	5969425	5982676
ENSG00000167842	17	5330632	5334857
ENSG00000213920	14	23753002	23755081
ENSG00000002549	4	17188025	17218688
ENSG00000188022	4	17125886	17137825
ENSG00000133216	1	22909918	23114410
ENSG00000154814	3	16281718	16322597
ENSG00000120686	13	37821988	37835137
ENSG00000136267	7	14151199	14909359
ENSG00000168490	8	22133162	22145796
ENSG00000148429	10	11542517	11693759
ENSG00000100931	14	23748627	23753025
ENSG00000072849	17	5318337	5330221
ENSG00000167325	11	4072500	4116681
ENSG00000181800	10	11398803	11401853
ENSG00000145592	5	40867187	40871144
ENSG00000099977	22	22643555	22652660
ENSG00000173369	1	22852269	22860616
ENSG00000137877	15	39927637	39973567
ENSG00000111732	12	8646029	8656706
ENSG00000088766	20	5934893	5968695
ENSG00000154813	3	16276969	16281490
ENSG00000047634	X	17665509	17683026
ENSG00000010017	6	13729714	13819932
ENSG00000079785	2	15648753	15688676
ENSG00000151552	4	17097121	17122811
ENSG00000099974	22	22639026	22644747
ENSG00000139908	14	23744802	23747292
ENSG00000007264	19	3728968	3752810
ENSG00000178031	9	18464098	18900948
ENSG00000137420	6	13723538	13729105
ENSG00000159189	1	22842713	22847190
ENSG00000005100	17	5286320	5312905
ENSG00000167323	11	3833509	4071013
ENSG00000173976	19	3448813	3723219
ENSG00000166523	12	8577168	8584825
ENSG00000100926	14	23728203	23734722
ENSG00000131386	3	16191160	16245151
ENSG00000188158	X	17303802	17664032
ENSG00000169744	4	16112265	16509425
ENSG00000133433	22	22629605	22633393
ENSG00000177105	11	3804784	3818789
ENSG00000218537	22	22566613	22571117
ENSG00000183617	19	3713665	3718562
ENSG00000206090	22	22613313	22615060
ENSG00000215099	17	5269338	5275700
ENSG00000173372	1	22835705	22838762
ENSG00000108561	17	5276823	5283195
ENSG00000166527	12	8557403	8566225
ENSG00000048740	10	11099933	11509495
ENSG00000151779	2	15224483	15618905
ENSG00000107295	9	17569194	17787118
ENSG00000157540	21	37661749	37809550
ENSG00000011132	19	3701771	3712673
ENSG00000132356	5	40795238	40834054
ENSG00000099964	22	22566565	22567409
ENSG00000168970	15	39907581	39927628
ENSG00000169762	4	15771226	15837259
ENSG00000205846	12	8499858	8522193
ENSG00000124523	6	13682812	13720499
ENSG00000070886	1	22762591	22802674
ENSG00000196497	14	23719272	23727964
ENSG00000206560	3	15683747	15876057
ENSG00000171847	12	8265133	8271481
ENSG00000107485	10	8136673	8157170
ENSG00000187461	6	13577492	13594394
ENSG00000169891	X	16874735	17081324
ENSG00000129197	17	5263685	5276920
ENSG00000113638	5	40747439	40791829
ENSG00000162981	2	14690275	14699871
ENSG00000105289	19	3672735	3701807
ENSG00000044459	9	17124980	17493915
ENSG00000157538	21	37517598	37562132
ENSG00000197308	10	8132419	8135453
ENSG00000125885	20	5879298	5923827
ENSG00000008710	16	2078712	2125900
ENSG00000148985	11	3775718	3804177
ENSG00000196946	12	8167826	8223909
ENSG00000145990	6	13466041	13595766
ENSG00000006468	7	13897379	13997399
ENSG00000134769	18	30327279	30725806
ENSG00000071575	2	12774466	12800311
ENSG00000186111	19	3581182	3651445
ENSG00000171522	5	40715789	40729592
ENSG00000169814	3	15618253	15662328
ENSG00000089195	20	5866486	5879173
ENSG00000133107	13	37108778	37342562
ENSG00000007062	4	15574385	15694766
ENSG00000168487	8	22078645	22125782
ENSG00000165632	10	7900507	8096720
ENSG00000137441	4	15570971	15573957
ENSG00000100918	14	23710942	23719299
ENSG00000137802	15	39853974	39906644
ENSG00000108559	17	5230146	5263720
ENSG00000134324	2	11781929	11884982
ENSG00000131373	3	15577246	15618134
ENSG00000215101	15	39850326	39852062
ENSG00000153071	5	39407537	39461092
ENSG00000184677	1	22650931	22730237
ENSG00000101746	18	29685062	30057513
ENSG00000105298	19	3561650	3577813
ENSG00000168484	8	22075129	22077934
ENSG00000102054	X	16772385	16798405
ENSG00000173068	9	16399501	16860786
ENSG00000089199	20	5840168	5854003
ENSG00000137440	4	15546290	15549461
ENSG00000205549	9	16193933	16266311
ENSG00000174197	15	39739902	39849433
ENSG00000029725	17	5126331	5227242
ENSG00000145979	6	13413165	13448166
ENSG00000113600	5	39320763	39400412
ENSG00000111729	12	8167493	8182470
ENSG00000122644	7	12693006	12697084
ENSG00000168481	8	22060290	22070290
ENSG00000169006	2	11715756	11727876
ENSG00000162552	1	22316385	22342106
ENSG00000213928	14	23690267	23706451
ENSG00000086712	X	16714526	16772561
ENSG00000004468	4	15389029	15459806
ENSG00000171984	20	5679047	5793020
ENSG00000215022	6	13387506	13403797
ENSG00000141431	18	29412539	29581375
ENSG00000089818	12	8126105	8141616
ENSG00000103197	16	2037991	2078713
ENSG00000161929	17	5052980	5078861
ENSG00000180626	17	5023554	5035902
ENSG00000006638	19	3545504	3557658
ENSG00000133460	22	22521912	22561170
ENSG00000109743	4	15313739	15343508
ENSG00000171860	12	8102186	8110222
ENSG00000179855	19	3536569	3541434
ENSG00000092445	15	39638524	39658818
ENSG00000110713	11	3652817	3775468
ENSG00000006747	7	12576870	12659250
ENSG00000169895	X	16647676	16689254
ENSG00000065057	16	2029817	2037868
ENSG00000178459	7	12383715	12410056
ENSG00000168476	8	22051478	22055393
ENSG00000082074	5	39141115	39255424
ENSG00000112137	6	12825819	13396624
ENSG00000165629	10	7870099	7889764
ENSG00000129749	11	3643394	3649190
ENSG00000125772	20	5473081	5539672
ENSG00000205181	20	5428977	5433259
ENSG00000182670	21	37367441	37497283
ENSG00000129744	11	3622937	3642222
ENSG00000169906	X	16578202	16582712
ENSG00000164989	9	15543005	15964031
ENSG00000099958	22	22506690	22511201
ENSG00000146530	7	12337036	12376543
ENSG00000065054	16	2016924	2028481
ENSG00000166960	18	28771365	29274683
ENSG00000183971	16	2009522	2010756
ENSG00000133110	13	37034779	37070874
ENSG00000196208	2	11591693	11700365
ENSG00000065970	12	8076626	8099384
ENSG00000092098	14	23686499	23699710
ENSG00000180138	13	36575396	36577801
ENSG00000101292	20	5230622	5243059
ENSG00000070831	1	22235157	22292024
ENSG00000103932	15	39596669	39623756
ENSG00000197705	18	28506632	28606972
ENSG00000151657	10	7837373	7869950
ENSG00000206561	3	15466644	15538262
ENSG00000078401	6	12398599	12404286
ENSG00000168453	8	22027877	22045326
ENSG00000118564	4	15215252	15266111
ENSG00000167311	11	3616312	3620122
ENSG00000144597	3	15444068	15459121
ENSG00000215103	11	3595038	3604325
ENSG00000182048	11	3606503	3615365
ENSG00000167962	16	1987769	1999745
ENSG00000064961	19	3523936	3530086
ENSG00000099956	22	22459150	22506703
ENSG00000173566	8	22020328	22023403
ENSG00000183397	19	3490152	3495028
ENSG00000100911	14	23682414	23685695
ENSG00000127561	16	1979969	1984276
ENSG00000095951	6	12120557	12273218
ENSG00000106460	7	12217449	12243411
ENSG00000182139	11	3392728	3393463
ENSG00000164327	5	38973779	39110260
ENSG00000048342	4	15089945	15212267
ENSG00000100908	14	23678015	23680637
ENSG00000219389	7	16870416	16872457
ENSG00000129204	17	4960457	5019053
ENSG00000206562	3	15426381	15444046
ENSG00000215492	18	28245469	28247165
ENSG00000062524	15	39583075	39593369
ENSG00000101290	20	5055482	5119985
ENSG00000102710	13	36481453	36531850
ENSG00000158863	8	22002660	22017835
ENSG00000047230	X	16516047	16640980
ENSG00000169016	2	11501952	11523748
ENSG00000161091	19	3489263	3508571
ENSG00000099953	22	22445036	22456502
ENSG00000182798	X	16095525	16099508
ENSG00000185808	21	37359534	37367340
ENSG00000145623	5	38881893	38970159
ENSG00000164985	9	15454067	15500989
ENSG00000206306	c6_QBL	32598479	32637444
ENSG00000142789	1	22200736	22224238
ENSG00000059804	12	7963094	7982246
ENSG00000213075	1	159921251	159921623
ENSG00000176654	12	7939360	7943941
ENSG00000111863	6	11821897	11915239
ENSG00000163145	4	14950658	15056887
ENSG00000005108	7	11380695	11838349
ENSG00000137825	15	39573365	39583035
ENSG00000205783	5	38856410	38857547
ENSG00000127554	16	1974151	1977747
ENSG00000183145	21	37300733	37313826
ENSG00000141441	18	28101461	28304445
ENSG00000151655	10	7785242	7831488
ENSG00000167840	17	4949757	4967121
ENSG00000205269	6	11645924	11691743
ENSG00000126010	X	16051345	16081562
ENSG00000138869	22	22438021	22440141
ENSG00000134318	2	11237338	11402162
ENSG00000092010	14	23675218	23678015
ENSG00000131370	3	15271361	15349108
ENSG00000205785	5	38848753	38859954
ENSG00000005801	11	3336584	3356991
ENSG00000141434	18	28023985	28054362
ENSG00000120699	13	36472678	36481538
ENSG00000106443	7	10980024	11175767
ENSG00000139914	14	23670515	23671898
ENSG00000182170	11	3195750	3196619
ENSG00000219073	1	22175999	22188432
ENSG00000184350	11	3205617	3210192
ENSG00000180787	17	4922478	4940392
ENSG00000169314	22	22435208	22438048
ENSG00000137815	15	39496594	39563053
ENSG00000132517	17	4876624	4879451
ENSG00000162976	2	11212991	11236447
ENSG00000159267	21	37045066	37284373
ENSG00000137806	15	39466845	39481934
ENSG00000132646	20	5043599	5055268
ENSG00000105325	19	3473954	3489325
ENSG00000120697	13	36421967	36471477
ENSG00000113594	5	38510823	38631253
ENSG00000189043	7	10939609	10946305
ENSG00000173262	12	7856383	7916762
ENSG00000164975	9	15412732	15455830
ENSG00000196408	16	1968920	1971551
ENSG00000150873	2	11190630	11204367
ENSG00000158856	8	21971322	21995982
ENSG00000197320	7	9732395	9734440
ENSG00000131375	3	15222737	15269426
ENSG00000182287	X	15753850	15783021
ENSG00000128218	22	22424855	22426655
ENSG00000122584	7	8440110	8759118
ENSG00000131381	3	15086584	15115659
ENSG00000129932	19	3441824	3451621
ENSG00000095932	19	3425406	3434401
ENSG00000145063	2	11157428	11189753
ENSG00000129250	17	4841971	4868721
ENSG00000159263	21	36993861	37044088
ENSG00000021762	11	3064922	3143116
ENSG00000111704	12	7833262	7839922
ENSG00000187792	22	22413773	22423279
ENSG00000158815	8	21956374	21962263
ENSG00000137804	15	39412361	39460535
ENSG00000134758	18	27925835	27965521
ENSG00000123243	10	7641641	7748940
ENSG00000196101	c6_QBL	32560407	32573500
ENSG00000205857	12	7809079	7817984
ENSG00000169325	22	22386399	22389508
ENSG00000169249	X	15718495	15751385
ENSG00000111859	6	11291520	11341677
ENSG00000120693	13	36316968	36392375
ENSG00000159261	21	36754789	36870737
ENSG00000162975	2	10969514	10971801
ENSG00000196388	17	4832149	4841629
ENSG00000137449	4	14614620	14680872
ENSG00000131368	3	15065024	15081820
ENSG00000100897	14	23653861	23664288
ENSG00000104147	15	39388762	39412111
ENSG00000212121	6	11211913	11213529
ENSG00000101695	18	27852443	27907152
ENSG00000133111	13	36291339	36301740
ENSG00000158806	8	21937591	21951080
ENSG00000155158	9	15161561	15297250
ENSG00000183751	16	1962065	1968752
ENSG00000197977	6	11088981	11152610
ENSG00000159259	21	36679559	36710994
ENSG00000180440	13	36146049	36169973
ENSG00000169239	X	15666313	15715669
ENSG00000186312	X	15602976	15631393
ENSG00000141905	19	3310616	3414603
ENSG00000142798	1	22021325	22136297
ENSG00000179580	16	1957275	1958977
ENSG00000159496	22	22360329	22371363
ENSG00000207947	17	43469526	43469612
ENSG00000100889	14	23633323	23643179
ENSG00000198178	12	7773278	7793336
ENSG00000187942	1	22011345	22024301
ENSG00000206308	c6_QBL	32507971	32513153
ENSG00000198879	10	7244255	7493456
ENSG00000177463	3	14964095	15065784
ENSG00000153157	6	10995050	11082523
ENSG00000089063	20	5028486	5041733
ENSG00000187446	15	39310729	39361377
ENSG00000130227	8	21833126	21920041
ENSG00000164318	5	38294290	38501338
ENSG00000187569	12	7755317	7761417
ENSG00000038219	4	13179464	13238426
ENSG00000147003	X	15555372	15593075
ENSG00000133101	13	35904495	35914972
ENSG00000189269	22	22280640	22304487
ENSG00000206310	c6_QBL	32361150	32440008
ENSG00000159256	21	36614357	36670814
ENSG00000124827	6	10981450	10990084
ENSG00000161082	19	3175701	3248071
ENSG00000153339	18	27663135	27777089
ENSG00000003147	7	8119339	8268767
ENSG00000143870	2	10840970	10895554
ENSG00000129535	14	23619156	23654063
ENSG00000178997	15	39262225	39310187
ENSG00000147443	8	21822336	21827151
ENSG00000120664	13	35818569	35840547
ENSG00000184344	12	7733649	7739656
ENSG00000108509	17	4812017	4831675
ENSG00000128322	22	22245312	22252495
ENSG00000141437	18	27593729	27594622
ENSG00000157021	15	39242613	39243840
ENSG00000109705	4	13151552	13155212
ENSG00000110619	11	2978728	3035247
ENSG00000164946	9	14727150	14900353
ENSG00000206312	c6_QBL	32263094	32292321
ENSG00000178248	22	22134274	22159093
ENSG00000183562	11	2967669	2969139
ENSG00000089057	20	4781002	4938939
ENSG00000219545	7	7778517	7885379
ENSG00000154783	3	14835583	14950899
ENSG00000106415	7	7974948	8095232
ENSG00000206314	c6_QBL	32259017	32263774
ENSG00000091640	17	4803246	4811856
ENSG00000111837	6	10870942	10946714
ENSG00000212720	5	37849694	37849948
ENSG00000142197	21	36458703	36588442
ENSG00000168621	5	37848536	37875539
ENSG00000168546	8	21593812	21702292
ENSG00000133519	22	22062792	22074799
ENSG00000111701	12	7693264	7709769
ENSG00000215478	22	22031797	22054313
ENSG00000140988	16	1952063	1954828
ENSG00000147869	9	14709731	14712715
ENSG00000206885	2	232028755	232028891
ENSG00000206315	c6_QBL	32252986	32258437
ENSG00000100884	14	23609961	23617149
ENSG00000133104	13	35773777	35818453
ENSG00000108515	17	4795131	4801150
ENSG00000125912	19	3136875	3160572
ENSG00000205531	11	2922237	2970183
ENSG00000159231	21	36429133	36440728
ENSG00000143882	2	10779226	10842679
ENSG00000131379	3	14691658	14789542
ENSG00000118276	18	27457131	27518684
ENSG00000140990	16	1949520	1951977
ENSG00000213063	1	167174326	167174785
ENSG00000175893	9	14607036	14683474
ENSG00000137210	6	10856024	10865200
ENSG00000065675	10	6509140	6662244
ENSG00000106399	7	7642874	7724763
ENSG00000130234	X	15489077	15529123
ENSG00000181649	11	2906079	2907226
ENSG00000082068	5	37415169	37788529
ENSG00000125910	19	3129766	3131329
ENSG00000157869	4	12978447	13095060
ENSG00000215261	9	14545513	14683480
ENSG00000212743	10	6432284	6434729
ENSG00000206320	c6_QBL	32249221	32252577
ENSG00000205940	4	12944136	12949024
ENSG00000120669	13	35699180	35769961
ENSG00000140986	16	1933977	1944672
ENSG00000090686	1	21877378	21982275
ENSG00000108518	17	4789697	4792570
ENSG00000177575	12	7514681	7547553
ENSG00000215244	10	6359656	6417944
ENSG00000159228	21	36364155	36367332
ENSG00000060558	19	3087191	3114766
ENSG00000002587	4	11009086	11039635
ENSG00000183574	c6_QBL	32246607	32249046
ENSG00000101265	20	4708670	4752291
ENSG00000186648	14	23591046	23608756
ENSG00000083622	13	35640355	35686676
ENSG00000061337	8	20147956	20205754
ENSG00000111843	6	10831324	10839338
ENSG00000115761	2	10628345	10747549
ENSG00000164654	7	7573031	7613628
ENSG00000198736	16	1928212	1933328
ENSG00000154781	3	14668257	14689155
ENSG00000217258	2	10511446	10513129
ENSG00000109684	4	10100424	10295484
ENSG00000128908	15	39058373	39195643
ENSG00000206324	c6_QBL	32236465	32246349
ENSG00000118271	18	27425838	27432793
ENSG00000162040	16	1901465	1908325
ENSG00000180259	20	4659929	4669314
ENSG00000128965	15	39032961	39035988
ENSG00000178163	4	10050602	10068130
ENSG00000203260	1	168257592	168257995
ENSG00000171864	20	4650556	4657105
ENSG00000088256	19	3045408	3072452
ENSG00000113569	5	37327698	37406954
ENSG00000187630	14	23527867	23545457
ENSG00000111845	6	10803174	10817954
ENSG00000215147	5	37241214	37283557
ENSG00000137434	6	10779641	10802828
ENSG00000110628	11	2877527	2903052
ENSG00000215232	c6_QBL	32232836	32236534
ENSG00000177675	12	7398826	7488016
ENSG00000162039	16	1823990	1867442
ENSG00000144596	3	14505623	14556840
ENSG00000205318	6	10742213	10743391
ENSG00000215018	7	7364031	7542009
ENSG00000147416	8	20098984	20123485
ENSG00000115758	2	10497959	10505904
ENSG00000046604	18	27332170	27380754
ENSG00000102010	X	15392290	15484573
ENSG00000129757	11	2861019	2863555
ENSG00000185917	21	36328709	36373557
ENSG00000128917	15	39008839	39018529
ENSG00000108523	17	4781829	4789260
ENSG00000131389	3	14419110	14505859
ENSG00000180185	16	1817227	1830173
ENSG00000215518	21	35332762	35344227
ENSG00000133083	13	35243478	35603443
ENSG00000215009	12	7348209	7372236
ENSG00000180660	13	34946404	34949346
ENSG00000104964	19	3003908	3013964
ENSG00000157326	14	23492805	23508326
ENSG00000106392	7	7240414	7250505
ENSG00000215256	14	23479414	23492716
ENSG00000134757	18	27281730	27312661
ENSG00000104142	15	38973920	38983464
ENSG00000206329	c6_QBL	32221770	32231931
ENSG00000197775	14	23477780	23479036
ENSG00000087842	X	15312847	15421385
ENSG00000071127	4	9685062	9727671
ENSG00000115756	2	10360491	10485193
ENSG00000197603	5	37142087	37237668
ENSG00000036565	8	20046652	20084997
ENSG00000186716	22	21852552	21990224
ENSG00000215258	14	23461309	23473617
ENSG00000163009	2	10198960	10269307
ENSG00000108528	17	4781349	4784063
ENSG00000170860	3	14195341	14214840
ENSG00000170525	10	6226922	6317500
ENSG00000206331	c6_QBL	32216608	32221329
ENSG00000076864	1	21795302	21868390
ENSG00000147862	9	14071847	14388630
ENSG00000175065	18	27210738	27247877
ENSG00000206206	c6_COX	33355019	33359479
ENSG00000104140	15	38951706	38953705
ENSG00000206338	c6_QBL	32106585	32109957
ENSG00000171867	20	4614797	4630233
ENSG00000165197	X	15273640	15312498
ENSG00000065717	19	2948637	2980022
ENSG00000206207	c6_COX	33350877	33354197
ENSG00000183674	6	10537582	10543041
ENSG00000206208	c6_COX	33336155	33350846
ENSG00000205636	9	13917970	13935586
ENSG00000146574	7	6805097	6832443
ENSG00000111846	6	10600442	10737586
ENSG00000185245	17	4776680	4778599
ENSG00000139197	12	7234224	7255342
ENSG00000063854	16	1799109	1817196
ENSG00000205710	17	4743727	4746986
ENSG00000154767	3	14161651	14195143
ENSG00000175445	8	19840870	19869050
ENSG00000099769	16	1780417	1783735
ENSG00000171873	20	4149278	4177659
ENSG00000100228	22	21817513	21836531
ENSG00000100867	14	23175413	23184686
ENSG00000109667	4	9436948	9650970
ENSG00000134760	18	27152050	27191392
ENSG00000165195	X	15247503	15263581
ENSG00000206210	c6_COX	33328115	33335785
ENSG00000206340	c6_QBL	32083047	32103705
ENSG00000166145	15	38923538	38937144
ENSG00000171848	2	10179906	10188996
ENSG00000206342	c6_QBL	32072891	32082469
ENSG00000108556	17	4741840	4747148
ENSG00000128266	22	21742534	21797221
ENSG00000205795	2	10114423	10137801
ENSG00000104953	19	2927853	2946176
ENSG00000162551	1	21708445	21777492
ENSG00000169676	4	9392701	9394730
ENSG00000206211	c6_COX	33325763	33334862
ENSG00000134453	10	6171013	6198843
ENSG00000095906	16	1770657	1779187
ENSG00000166143	15	38894943	38908227
ENSG00000053918	11	2422797	2826915
ENSG00000092051	14	23107087	23117849
ENSG00000169402	7	6760265	6804921
ENSG00000170876	3	14141546	14160178
ENSG00000100218	22	21731594	21817208
ENSG00000104613	8	19719198	19753864
ENSG00000139182	12	7174234	7202793
ENSG00000217142	7	7986468	7988384
ENSG00000222037	22	21559960	21568005
ENSG00000206346	c6_QBL	32070832	32073314
ENSG00000186234	4	9303580	9313951
ENSG00000165192	X	15209759	15243667
ENSG00000164190	5	36912649	37101678
ENSG00000134765	18	26963214	26996817
ENSG00000171970	19	2851896	2869465
ENSG00000172059	2	10100427	10112414
ENSG00000137203	6	10504902	10527783
ENSG00000181508	8	19500730	19501992
ENSG00000007816	c6_COX	33315565	33325988
ENSG00000139194	12	7167557	7172754
ENSG00000184795	4	9104381	9108757
ENSG00000188525	2	10060737	10063609
ENSG00000187953	7	6716280	6760017
ENSG00000203621	c6_COX	33313589	33315282
ENSG00000159216	21	35081971	35343511
ENSG00000175691	19	2847754	2895931
ENSG00000205885	12	7152443	7165701
ENSG00000070985	11	2382336	2400851
ENSG00000186146	4	9055358	9061338
ENSG00000163528	3	14128579	14141372
ENSG00000206212	c6_COX	33308467	33312967
ENSG00000147408	8	19305952	19584374
ENSG00000107186	9	13095703	13269563
ENSG00000188438	4	9010028	9014389
ENSG00000206353	c6_QBL	32060102	32070773
ENSG00000088826	20	4077450	4116394
ENSG00000162032	16	1766715	1772582
ENSG00000172000	19	2818333	2829501
ENSG00000215590	20	4071877	4072069
ENSG00000205300	20	3998799	4003812
ENSG00000134460	10	6081835	6144278
ENSG00000180438	3	13953902	14082480
ENSG00000142794	1	21639217	21684085
ENSG00000166140	15	38886566	38894059
ENSG00000139178	12	7138294	7153069
ENSG00000219492	4	8994024	8999829
ENSG00000102048	X	15172030	15198104
ENSG00000197774	16	1763230	1770629
ENSG00000205946	4	8978698	8979894
ENSG00000153714	9	12765012	12813058
ENSG00000079215	5	36642446	36724191
ENSG00000159403	12	7058091	7136272
ENSG00000159212	21	34963558	35012389
ENSG00000186300	19	2792473	2808682
ENSG00000188277	15	38849570	38850639
ENSG00000205947	4	8973952	8975545
ENSG00000100121	22	21318552	21320377
ENSG00000104611	8	19215483	19297594
ENSG00000183169	22	21311648	21316944
ENSG00000154764	3	13835085	13896619
ENSG00000187229	8	18622695	18636191
ENSG00000212753	4	8964461	8966054
ENSG00000172915	13	34414456	35144873
ENSG00000184281	11	2378434	2381679
ENSG00000164631	7	6694589	6713091
ENSG00000172006	19	2770872	2787733
ENSG00000206357	c6_QBL	32053114	32060114
ENSG00000212754	4	8959716	8961309
ENSG00000101236	20	3861737	3944157
ENSG00000134317	2	10001257	10059856
ENSG00000213983	14	23098617	23107119
ENSG00000205903	7	6648566	6660767
ENSG00000206214	c6_COX	33286745	33308351
ENSG00000212755	4	8954971	8956564
ENSG00000164188	5	36284862	36337761
ENSG00000181355	6	9813644	10085787
ENSG00000130150	X	14801484	14849377
ENSG00000104129	15	38847363	38886954
ENSG00000219830	5	36263356	36277657
ENSG00000074071	16	1761892	1763152
ENSG00000141503	17	4728437	4742134
ENSG00000212757	4	8945481	8947074
ENSG00000134755	18	26900005	26936375
